sao	const	StarName	Mag	BV	MK	RA	DE	Distance	DblSep	DblPeriod	DblPA	VarName	VarType	PmRa	PmDec	ProperName	HIP	IAU	HD	DM	HR	WDS	PPM	SKY2K
246130	Tel		10.050	1.088		19h30'14.3781''	-50º58'58.986''	50.81						.00086	.0040			J193014.37-505858.9		CD-5112120 			347748	19300271
246132	Tel		9.170	1.676	M0(III)	19h30'24.7375''	-51º19'46.700''	138.31						-.00022	-.0168			J193024.73-511946.7	183095	CD-5112121 			347750	19300109
229748	Tel		8.140	.000	B9V	19h34'42.7802''	-49º41'5.410''	18518.52						.00034	-.0069		96290	J193442.78-494105.4	184020	CD-4912728 			325235	19340184
229750	Tel		9.270	.063	A1V	19h35'3.8768''	-46º20'54.256''	238.10						.00055	-.0091			J193503.87-462054.2	184126	CD-4613080 			325240	19350277
246187	Tel		9.740	.583		19h37'50.8351''	-51º26'36.788''	229.89						.00570	-.0460			J193750.83-512636.7		CD-5112177 			347858	19370290
229802	Tel		9.000	.635	G5V	19h40'5.3785''	-46º31'29.158''	366.30						-.00591	-.1469			J194005.37-463129.1	185203	CD-4613129 			325340	19400019
246209	Tel		7.840	1.243	K2III	19h40'40.7178''	-51º33'0.217''	913.24	3.000		77			.00148	-.0596		96803	J194040.71-513300.2	185238	CD-5112195 		19407-5133	347898	19400172
246208	Tel		6.910	.139	A3/4V	19h40'42.0477''	-54º12'37.300''	634.92						.00056	-.0174		96806	J194042.04-541237.3	185187	CP-54 9443 			347899	19400178
246237	Tel		10.000	.468		19h43'59.4313''	-51º48'29.959''	76.98	1.700		166			.01000	-.0570			J194359.43-514829.9		CP-5211516 		19440-5149	347949	19430291
246241	Tel		10.250	.522		19h44'13.9612''	-51º56'36.320''	2564.10						.00080	-.0140			J194413.96-515636.3		CP-5211517 			347952	19440231
246277	Tel		6.270	1.131	K1III	19h48'55.0887''	-52º53'17.191''	803.21						.00171	-.0479		97491	J194855.08-525317.1	186756	CP-53 9678 	7521		348020	19480218
246294	Tel		8.720	1.460	K2/3III	19h50'31.5314''	-52º14'5.770''	1267.43						.00103	.0000		97625	J195031.53-521405.7	187068	CP-5211547 			348043	19500129
246311	Tel		5.720	.909	G8-K0III	19h52'37.7229''	-54º58'15.693''	361.93	22.900		148			.00238	.0044		97816	J195237.72-545815.6	187420	CP-55 9221 	7548	19526-5458	348070	19520156
246312	Tel		6.440	.108	A2V	19h52'39.1195''	-54º58'35.198''	281.77	22.900					.00073	.0037		97819	J195239.11-545835.1	187421	CP-55 9222 	7549	19526-5458	348071	19520161
229953	Tel		8.600	.400	F2IV/V	19h57'45.2488''	-45º49'39.480''	1173.71						.00415	-.0592		98233	J195745.24-454939.4	188555	CD-4613306 			325672	19570186
229973	Tel		6.180	1.059	K0III	20h0'25.3287''	-49º21'3.407''	308.64						-.00784	-.0029		98482	J200025.32-492103.4	189080	CD-4912949 	7621		325719	20000100
230031	Tel		6.950	1.495	K3/4III	20h5'7.8949''	-46º5'49.197''	913.24						-.00132	-.0153		98918	J200507.89-460549.1	190057	CD-4613374 			325817	20050033
246448	Tel		8.780	.564	F8V	20h7'43.4300''	-53º6'31.371''	582.75						.00039	-.0149		99146	J200743.43-530631.3	190484	CP-53 9796 			348279	20070171
246474	Tel		9.710	.580		20h11'18.8903''	-51º25'42.431''	75.08						.00560	-.1960			J201118.89-512542.4		CD-5112417 			348327	20110259
246488	Tel		8.880	.460	F6V	20h13'29.9777''	-53º36'23.890''	520.83	5.300		178			-.00240	-.0150			J201329.97-533623.8	191644	CP-53 9834 		20135-5336	348358	20130116
230176	Tel		7.720	1.034	K0III	20h22'36.2969''	-48º51'55.597''	637.35						.00078	.0024		100485	J202236.29-485155.5	193507	CD-4913082 			326082	20220147
246595	Tel		8.740	.574	F8/G0V	20h28'6.6825''	-54º18'18.195''	793.65						.00130	-.0900			J202806.68-541818.1	194439	CP-54 9695 			348580	20280031
246597	Tel		7.870	1.110	K0III	20h28'26.0977''	-55º10'38.940''	936.33						.00255	-.0069		100980	J202826.09-551038.9	194491	CP-55 9392 			348583	20280112
252962	TrA		8.700	.729	F2Ib	14h57'0.6847''	-68º50'22.879''	2583.98						-.00082	.0011			J145700.68-685022.8	131356	CP-68 2226 			361103	14570008
252968	TrA		8.580	.237	A5IV	14h58'29.2965''	-70º7'45.346''	1302.08	5.500		82			.00105	-.0060		73268	J145829.29-700745.3	131566	CP-69 2175 		14585-7008	372485	14580074
252985	TrA		9.390	.012	B9/9.5V	15h0'17.3964''	-69º45'3.089''	606.06						-.00125	-.0138			J150017.39-694503.0	131890	CP-69 2189 			361134	15000049
252987	TrA		8.160	1.354	K2III	15h1'13.0853''	-69º13'7.103''	989.12						-.00331	-.0206		73492	J150113.08-691307.1	132067	CP-68 2257 			361142	15010037
253026	TrA		7.280	.015	B8V	15h8'30.2931''	-66º28'33.042''	1709.40						-.00185	-.0142		74093	J150830.29-662833.0	133525	CP-65 2982 			361214	15080079
253054	TrA		9.040	.151	A1/2V	15h13'21.9917''	-69º27'1.764''	1141.55						-.00381	-.0572		74495	J151321.99-692701.7	134300	CP-68 2332 			361272	15130057
253068	TrA		7.920	1.138	K1IV(p)	15h14'59.7587''	-66º53'37.146''	453.51						-.01655	-.0750		74635	J151459.75-665337.1	134692	CP-66 2741 			361291	15150009
253077	TrA		8.650	.075	A0V	15h16'31.7744''	-67º52'41.367''	685.87						-.00204	-.0126		74744	J151631.77-675241.3	134939	CP-67 2809 			361307	15160090
253097	TrA	gam TrA	2.880	.026	A1V	15h18'54.5822''	-68º40'46.362''	186.74						-.01219	-.0320		74946	J151854.58-684046.3	135382	CP-68 2383 	5671		361338	15180161
253145	TrA		8.800	-.010	B9V	15h24'45.1068''	-65º52'21.156''	2020.20	15.300		86			-.00113	-.0144		75440	J152445.10-655221.1	136506	CP-65 3048 			361416	15240134
253148	TrA		7.700	1.309	K2III	15h25'25.8068''	-68º41'33.164''	2083.33						.00017	.0051			J152525.80-684133.1	136508	CP-68 2430 			361426	15250074
253183	TrA		7.350	-.090	B2/3IV	15h29'51.5366''	-67º29'6.095''	1666.67	20.300		245			-.00097	-.0098		75873	J152951.53-672906.0	137384	CP-67 2885 			361478	15290146
253187	TrA		9.050	-.011	B7IV	15h30'38.8207''	-66º23'19.729''	462.96						-.00107	-.0042			J153038.82-662319.7	137547	CP-65 3072 			361483	15300122
253205	TrA		7.830	.239	A6V	15h33'33.9476''	-67º20'20.531''	1025.64	3.500		84			-.00211	-.0098		76177	J153333.94-672020.5	138035	CP-66 2789 		15336-6720	361516	15330096
253215	TrA		7.170	.049	B9/9.5V	15h34'14.4804''	-60º48'28.545''	409.50						-.00341	-.0368		76223	J153414.48-604828.5	138276	CP-60 5885 			361523	15340039
253216	TrA		8.600	.219	A4V	15h34'34.1117''	-65º6'11.262''	9009.01						-.00184	-.0212		76254	J153434.11-650611.2	138242	CP-64 3205 			361526	15340096
253226	TrA		9.320	.432	A8/F0IV/V	15h36'34.4760''	-66º20'4.121''	1149.43	82.200		220			-.00230	-.0100			J153634.47-662004.1	138510	CP-65 3101 		15367-6619	780566	15360100
253226	TrA	eps TrA	4.110	1.165	K1-2III	15h36'43.2225''	-66º19'1.335''	220.90	83.200		218			.00407	-.0547		76440	J153643.22-661901.3	138538	CP-65 3102 	5771	15367-6619	361547	15360139
253235	TrA		8.560	.409	F3IV/V	15h37'37.7117''	-65º11'16.234''	172.71	4.200		63			.00140	-.0190			J153737.71-651116.2	138730	CP-64 3221 		15376-6511	361558	15370100
253244	TrA		8.330	-.035	B8V	15h40'2.8780''	-65º39'42.044''	12820.51						-.00092	-.0050		76723	J154002.87-653942.0	139072	CP-65 3116 			361571	15400006
253247	TrA		9.000	-.069	B8II	15h40'29.5952''	-65º12'0.555''	1010.10	8.000		110			-.00061	-.0070			J154029.59-651200.5	139170	CP-64 3236 		15405-6512	361577	15400092
253254	TrA		6.980	.320	F2V	15h41'25.4846''	-65º4'5.338''	248.20						-.00223	-.0261		76843	J154125.48-650405.3	139339	CP-64 3243 			361585	15410052
253259	TrA		6.480	1.525	K2/3II	15h42'1.7675''	-64º10'49.038''	10416.67						-.00032	-.0040		76894	J154201.76-641049.0	139471	CP-63 3643 			361595	15420006
257312	TrA		7.670	.010	A0V	15h43'31.8287''	-70º16'0.182''	601.68						.00192	-.0285		77017	J154331.82-701600.1	139508	CP-69 2426 			372777	15430101
253299	TrA		8.620	.300	F0V	15h48'12.4489''	-65º30'49.858''	175.44						.00258	-.0248			J154812.44-653049.8	140533	CP-65 3141 			361660	15480037
253346	TrA	bet TrA	2.840	.313	F2III	15h55'8.5623''	-63º25'50.616''	41.03	155.000					-.02809	-.4019		77952	J155508.56-632550.6	141891	CP-63 3723 	5897	15551-6326	361732	15550029
253346	TrA	bet TrA	2.840	.313	F2III	15h55'8.5623''	-63º25'50.616''	41.03	155.000					-.02809	-.4019		77952	J155508.56-632550.6	141891	CP-63 3723 	5897	15551-6326	361732	15550029
253390	TrA		6.250	-.018	B9.5V	16h2'52.4921''	-62º32'29.723''	346.50						-.00447	-.0267		78603	J160252.49-623229.7	143238	CP-62 5122 	5951		361821	16020145
253404	TrA		7.540	.457	F5V	16h3'40.6224''	-61º28'15.377''	295.25						.00089	-.0348		78674	J160340.62-612815.3	143431	CP-61 5499 			361834	16030107
253401	TrA		7.440	1.146	G8III	16h3'41.4155''	-64º27'54.095''	1461.99						-.00055	-.0034		78675	J160341.41-642754.0	143324	CP-64 3353 			361835	16030122
253395	TrA		8.990	.193	A5III/IV	16h3'57.5120''	-69º50'37.616''	387.60						-.00178	-.0166			J160357.51-695037.6	143157	CP-69 2484 			361840	16030155
253442	TrA		7.290	1.649	K4III	16h8'50.9837''	-61º48'2.089''	1658.37						.00033	-.0037		79112	J160850.98-614802.0	144323	CP-61 5563 			361893	16080150
253458	TrA		8.180	.953	K0III	16h12'19.5584''	-65º21'54.680''	304.41						-.00712	-.0692		79406	J161219.55-652154.6	144888	CP-65 3241 			361924	16120056
253457	TrA		8.680	.950	G8III/IV	16h12'33.6488''	-67º54'21.451''	3472.22						-.00011	-.0247		79422	J161233.64-675421.4	144833	CP-67 3031 			361927	16120092
253461	TrA		8.290	1.186	K0III	16h13'25.3062''	-64º17'9.233''	737.46						-.00425	-.0272		79502	J161325.30-641709.2	145161	CP-63 3843 			361932	16130076
253465	TrA		9.380	.305	A2mA8-A9	16h14'11.4428''	-66º40'46.096''	850.34						-.00108	-.0090		79577	J161411.44-664046.0	145195	CP-66 2912 			361942	16140038
253474	TrA	del TrA	3.850	1.097	G2Ib-IIa	16h15'26.2708''	-63º41'8.454''	634.92	30.000		120			.00053	-.0135		79664	J161526.27-634108.4	145544	CP-63 3854 	6030	16154-6341	361956	16150068
253482	TrA		9.120	-.035	B9IV/V	16h17'14.9802''	-68º48'51.556''	2178.65						-.00011	-.0086		79803	J161714.98-684851.5	145672	CP-68 2641 			361976	16170033
253487	TrA		9.060	-.047	B8V	16h18'9.3962''	-64º58'54.042''	188.32						-.00037	-.0047			J161809.39-645854.0	146005	CP-64 3432 			361985	16180032
253490	TrA		8.330	1.139	K0III	16h18'48.7001''	-67º6'43.429''	637.35						-.00247	-.0253		79925	J161848.70-670643.4	146040	CP-66 2923 			361992	16180143
253522	TrA		6.750	-.076	B8/9II/III	16h22'54.8068''	-66º53'14.432''	572.74						-.00230	-.0113		80244	J162254.80-665314.4	146827	CP-66 2940 			362037	16220156
253520	TrA		9.500	-.030	B3/7(Vne)	16h23'4.1243''	-69º21'4.891''	427.35	32.900		194			-.00090	.0010			J162304.12-692104.8	146755	CP-69 2533 		16231-6921	362042	16230159
253554	TrA	zet TrA	4.910	.554	F9V	16h28'28.1436''	-70º5'3.843''	40.35						.03912	.1108		80686	J162828.14-700503.8	147584	CP-69 2558 	6098		373091	16280062
253585	TrA		9.220	.476	F3III/IV	16h31'38.2885''	-67º2'6.882''	462.96						-.00163	-.0163			J163138.28-670206.8	148252	CP-66 2970 			362132	16310108
253604	TrA		7.730	.913	G8IV	16h34'27.6185''	-65º1'37.745''	396.83	.400		237			-.01040	-.0140			J163427.61-650137.7	148724	CP-64 3515 		16345-6502	362166	16340072
253610	TrA		8.550	-.019	B7/8III/IV	16h35'29.4012''	-67º20'33.808''	4761.90						-.00059	-.0078			J163529.40-672033.8	148813	CP-67 3157 			362179	16350099
253629	TrA		8.040	.554	F8V	16h37'47.5701''	-65º2'47.399''	191.57						-.00053	-.0055		81424	J163747.57-650247.3	149238	CP-64 3531 			362210	16370106
253647	TrA		8.520	.556	G2V	16h41'4.9019''	-69º24'28.236''	328.73						-.00367	.0269		81676	J164104.90-692428.2	149556	CP-69 2607 			362250	16410018
253679	TrA		9.040	.165	A2V	16h45'17.4713''	-69º33'32.319''	2380.95						-.00272	-.0140			J164517.47-693332.3	150253	CP-69 2619 			362295	16450052
253691	TrA		8.250	.937	G6IV	16h47'19.5195''	-69º9'10.119''	4166.67						.00005	-.0335			J164719.51-690910.1	150564	CP-68 2815 			362314	16470047
253700	TrA	alp TrA	1.910	1.447	K2IIb-IIIa	16h48'39.8949''	-69º1'39.774''	424.63						.00333	-.0329		82273	J164839.89-690139.7	150798	CP-68 2822 	6217		362330	16480093
253711	TrA		8.620	.249	A7IV	16h51'36.3943''	-69º35'21.606''	666.67						.00159	-.0076			J165136.39-693521.6	151214	CP-69 2636 			362353	16510119
253758	TrA		8.220	.528	F5IV	16h59'36.0151''	-67º11'58.436''	562.11						.00076	-.0030		83156	J165936.01-671158.4	152652	CP-67 3260 			362429	16590108
253783	TrA		6.510	1.540	M3/4III	17h4'33.6918''	-68º16'43.299''	1282.05						-.00143	-.0211		83556	J170433.69-681643.2	153389	CP-68 2875 			362480	17040090
253794	TrA		8.630	.331	F0III	17h7'20.0670''	-69º15'36.988''	512.82						.00224	-.0017			J170720.06-691536.9	153830	CP-69 2686 			362501	17070065
74788	Tri		8.350	.680		1h33'20.1843''	+29º15'54.532''	176.18						.01453	-.0546		7245	J013320.18+291554.5	9446	BD+28  253 			90886	1330065
54793	Tri		7.228	1.105		1h34'37.2584''	+35º6'42.226''	625.39						.00226	-.0132		7344	J013437.25+350642.2	9585	BD+34  272 			66405	1340086
54810	Tri		8.800	.265		1h35'29.0081''	+31º17'17.187''	877.19	3.400		86			-.00105	.0030			J013529.00+311717.1	9686	BD+30  246 		01355+3118		1350070
54867	Tri		9.440	1.050		1h39'0.0614''	+32º6'34.241''	2380.95						.00117	-.0098			J013900.06+320634.2		BD+31  288 			66482	1390154
54911	Tri		7.910	1.150		1h41'59.0889''	+32º3'23.402''	829.19						.00293	.0053		7933	J014159.08+320323.4	10376	BD+31  295 				1410150
74880	Tri		7.530	.040		1h42'5.9242''	+29º30'21.843''	884.17						-.00086	-.0002		7948	J014205.92+293021.8	10407	BD+28  282 			91010	1420027
54939	Tri		6.310	.872	G8III-IV	1h43'50.1442''	+32º11'31.253''	470.81						-.00047	.0014		8086	J014350.14+321131.2	10588	BD+31  301 	503		66569	1430111
74936	Tri		8.440	.973	K1III	1h47'42.6216''	+28º29'14.240''	649.77	21.500		206			.00208	.0128			J014742.62+282914.2		BD+27  282 		01477+2829	91083	1470104
74943	Tri		8.300	1.290		1h48'28.6455''	+29º27'6.621''	1344.09						.00041	.0032			J014828.64+292706.6		BD+28  300 			91093	1480061
54999	Tri		9.520	.463		1h49'10.8167''	+34º3'35.851''	426.26	9.800		96			.00007	-.0213		8468	J014910.81+340335.8	11047	BD+33  305 		01492+3404	66640	1490154
74996	Tri	2alp Tri	3.420	.492	F6IV	1h53'4.9079''	+29º34'43.785''	65.53	85.000		309	alf_Tri		.00092	-.2337	Metallah	8796	J015304.90+293443.7	11443	BD+28  312 	544	01531+2935	91161	1530014
75004	Tri		7.490	.390		1h53'55.7890''	+25º46'34.425''	418.76						.00836	-.0416		8857	J015355.78+254634.4	11547	BD+25  319 			91172	1530121
75052	Tri		7.110	-.025		1h58'1.1545''	+28º31'11.780''	521.65						.00208	-.0200		9166	J015801.15+283111.7	11962	BD+27  311 			91242	1580003
55167	Tri		7.140	.770		1h59'6.6329''	+33º12'34.849''	81.82	89.300		27			.01938	-.3528		9269	J015906.63+331234.8	12051	BD+32  360 		01591+3313	66844	1590022
75087	Tri		7.710	.522		2h0'59.6003''	+29º14'18.211''	402.58						.00637	-.0091		9417	J020059.60+291418.2	12273	BD+28  338 			91286	2000146
55306	Tri	4bet Tri	3.020	.155	A5IV	2h9'32.6269''	+34º59'14.269''	127.03						.01211	-.0391		10064	J020932.62+345914.2	13161	BD+34  381 	622		67012	2090076
75179	Tri		8.770	.580		2h10'24.5280''	+29º48'23.669''	188.75	196.600		172			.02228	-.2658			J021024.52+294823.6		BD+29  366 		02104+2948	91414	2100058
75223	Tri		6.350	.960		2h14'37.9817''	+28º41'28.265''	198.18						.01209	-.0992		10446	J021437.98+284128.2	13747	BD+28  374 			91473	2140092
55383	Tri		7.830	.036		2h14'42.1559''	+30º23'41.216''	780.64	6.600		246			.00085	-.0061		10453	J021442.15+302341.2	13746	BD+29  376 		02147+3024	400033	2140100
55427	Tri	9gam Tri	4.010	.025	A1Vnn	2h17'18.8673''	+33º50'49.897''	120.21						.00361	-.0524		10670	J021718.86+335049.8	14055	BD+33  397 	664		67170	2170038
75264	Tri		7.770	.620	G2V	2h17'24.7454''	+28º44'30.437''	113.38	13.800		211			.00746	-.0674			J021724.74+284430.4		BD+28  382 		02174+2844	91528	2170146
75265	Tri		7.020	.500	F5V	2h17'25.2923''	+28º44'42.160''	131.39	13.800		211			.00717	-.0722		10680	J021725.29+284442.1	14082	BD+28  382 		02174+2844	91529	2170052
55505	Tri		6.760	1.180		2h23'28.7760''	+35º26'27.813''	750.75						-.00028	-.0078		11153	J022328.77+352627.8	14735	BD+34  425 			67278	2230082
75355	Tri		7.060	1.419		2h25'31.1499''	+29º52'49.248''	615.01						-.00151	-.0398		11304	J022531.14+295249.2	14969	BD+29  410 			91662	2250085
75391	Tri	13    Tri	5.900	.586	G0V	2h28'48.4947''	+29º55'54.337''	102.63						-.00503	.0725		11548	J022848.49+295554.3	15335	BD+29  423 	720		91715	2280141
55637	Tri		7.720	.425		2h32'6.8061''	+34º40'41.378''	215.05						.00613	-.0311		11786	J023206.80+344041.3	15672	BD+34  454 			67437	2320016
55666	Tri		6.712	1.307		2h34'14.1953''	+33º47'34.113''	769.82						-.00143	-.0068		11956	J023414.19+334734.1	15895	BD+33  461 			67478	2340039
55911	Tri		7.320	.176		2h49'26.6866''	+33º56'10.553''	381.39	2.600		91			.00091	.0042		13175	J024926.68+335610.5	17497	BD+33  521 		02494+3356	67791	2490068
255621	Tuc		8.260	.866	K2V	0h0'40.3197''	-69º40'33.474''	98.36						-.00786	-.0676		57	J000040.31-694033.4	224789	CP-70 3034 			351564	104
255625	Tuc		9.550	.459		0h1'45.3078''	-63º43'58.762''	456.62						-.00130	.0040			J000145.30-634358.7		CP-64 4393 			351577	10110
248107	Tuc		7.810	1.030	K0III	0h3'0.8039''	-60º41'30.843''	811.03						-.00076	-.0025		243	J000300.80-604130.8	225062	CP-61 6792 			351591	30002
255630	Tuc		7.460	1.070	K0/1III	0h4'39.8887''	-70º24'15.337''	803.21						.01665	-.0179		372	J000439.88-702415.3	225252	CP-71 2786 			366778	40076
248116	Tuc		7.370	.990	K0III	0h5'35.7568''	-61º18'35.542''	784.31						.00068	.0091		468	J000535.75-611835.5	80	CP-62 6468 			351616	50092
248117	Tuc		7.950	.449	F3IV	0h6'16.8519''	-64º14'25.703''	619.58	5.700		135			.00567	.0172		519	J000616.85-641425.7	160	CP-64 4404 		00063-6414	351625	60023
248124	Tuc		9.070	1.111	K0III	0h8'46.7399''	-66º45'34.061''	1044.93						-.00064	.0016		707	J000846.73-664534.0	441	CP-67    4 			351645	80113
248130	Tuc		6.340	.170	A6V	0h9'52.1174''	-62º17'48.460''	452.28						.00248	.0175		798	J000952.11-621748.4	565	CP-62    9 			351661	90120
255642	Tuc		6.660	.368	F6V	0h10'38.5638''	-73º13'27.759''	221.34	.300		223			.02806	.0186		865	J001038.56-731327.7	661	CP-73    4 	32	00106-7313	366823	100095
248142	Tuc		8.710	1.611	M1III	0h15'12.2688''	-68º50'58.491''	941.62						.00320	-.0249		1217	J001512.26-685058.4	1126	CP-69    4 			351704	150029
248146	Tuc		8.480	.182	A5IV	0h16'1.9489''	-67º53'57.882''	1522.07	9.900		337			-.00272	-.0136		1278	J001601.94-675357.8	1199	CP-68    4 		00160-6754	351715	160002
248154	Tuc		7.680	.261	A8IV	0h17'41.1095''	-60º47'57.276''	413.56						.01188	-.0139		1413	J001741.10-604757.2	1382	CP-61   11 			351733	170100
248156	Tuc		9.360	.534	F5V	0h17'47.1529''	-67º8'48.926''	584.80						.00342	-.0061			J001747.15-670848.9	1398	CP-67   18 			351735	170117
255656	Tuc		9.970	.464	F6V	0h18'2.5708''	-71º51'24.051''	490.20						.01950	-.0420			J001802.57-715124.0	1446	CP-72   25 			366866	180139
248163	Tuc	zet Tuc	4.230	.576	F9V	0h20'4.2601''	-64º52'29.246''	28.64						.26807	1.1656		1599	J002004.26-645229.2	1581	CP-65   13 	77		351761	190115
248167	Tuc	pi  Tuc	5.500	-.042	B9V	0h20'39.0361''	-69º37'29.687''	312.99						-.00077	-.0006		1647	J002039.03-693729.6	1685	CP-70   12 	83		351766	200089
248168	Tuc		8.410	.822	G8V	0h20'55.2777''	-65º6'48.929''	328.73	3.700		323			-.00150	-.0270		1672	J002055.27-650648.9	1706	CP-65   16 		00209-6507	351769	200128
248169	Tuc		7.250	1.248	K2III	0h21'30.9499''	-65º45'5.986''	1085.78						.00966	.0013		1707	J002130.94-654505.9	1767	CP-66   21 			351776	210073
248172	Tuc		7.850	1.452	K5III	0h22'19.9170''	-67º37'35.595''	1190.48						.00189	.0072		1764	J002219.91-673735.5	1841	CP-68    9 			351786	220040
248177	Tuc		7.900	.551	F8/G0V	0h23'4.7394''	-65º7'16.117''	153.89						-.01632	-.0527		1823	J002304.73-650716.1	1926	CP-65   20 			351795	230014
255668	Tuc		9.230	1.335	K2III	0h24'7.2403''	-70º26'38.089''	896.06						.00824	.0020		1909	J002407.24-702638.0	2040	CP-71   10 			366903	240018
248186	Tuc		6.980	1.377	K4III	0h26'42.0027''	-69º18'25.596''	670.69						.01025	-.0225		2106	J002642.00-691825.5	2354	CP-70   15 			351825	260117
248194	Tuc		7.750	.288	A9IV	0h28'19.9406''	-64º43'46.757''	552.79						.01337	-.0127		2234	J002819.94-644346.7	2516	CP-65   35 			351844	280040
248196	Tuc		8.830	.598	G0V	0h29'15.8585''	-65º15'21.705''	1282.05						.01550	.0220			J002915.85-651521.7	2617	CP-65   39 			351849	290037
248199	Tuc		9.730	.482	F3/5V	0h30'22.2652''	-66º56'0.134''	2564.10						-.00463	-.0050			J003022.26-665600.1	2753	CP-67   32 			351858	300157
248200	Tuc		8.910	.587	F8V	0h31'5.6313''	-69º2'18.738''	362.71						-.00361	-.0422		2445	J003105.63-690218.7	2850	CP-69   12 			351866	310019
248201	Tuc	bet1Tuc	4.340	-.047	B9V	0h31'32.6666''	-62º57'29.584''	142.76	2.400		151			.01210	-.0544		2484	J003132.66-625729.5	2884	CP-63   50 	126	00315-6257	351869	310184
255679	Tuc	the Tuc	6.120	.258	A7IV	0h33'23.3589''	-71º15'58.487''	501.25						.01526	-.0130		2629	J003323.35-711558.4	3112	CP-71   20 	139		366965	330048
248211	Tuc		9.910	.395	F2V	0h33'27.4582''	-66º45'52.693''	13888.89						.00597	.0052		2636	J003327.45-664552.6	3095	CP-67   36 			351897	330159
248217	Tuc		9.630	.471	F6V	0h35'3.5969''	-66º47'55.100''	570.78						.00360	.0236		2748	J003503.59-664755.1	3279	CP-67   41 			351915	350162
248220	Tuc		9.100	.376	F2IV/V	0h35'21.0069''	-68º20'29.167''	1282.05						.00108	-.0025			J003521.00-682029.1	3331	CP-69   16 			351918	350054
248221	Tuc		8.910	.498	F6/7V	0h35'45.4304''	-61º20'7.213''	680.27	.400		182			-.00194	.0034			J003545.43-612007.2	3341	CP-62   51 		00358-6120	351922	350115
232105	Tuc		6.910	.360	F2V	0h36'0.8893''	-59º43'2.063''	199.48						.01031	-.0185		2841	J003600.88-594302.0	3375	CP-60   42 			330354	350160
248223	Tuc		9.130	.688	G5/6IV/V	0h36'30.2965''	-61º2'51.361''	253.49	.400		9			.00249	-.0023		2881	J003630.29-610251.3	3426	CP-61   30 		00365-6103	351930	360175
248226	Tuc		8.050	.200	A6/8V	0h36'36.0179''	-69º25'56.421''	565.93						.00287	.0179		2887	J003636.01-692556.4	3463	CP-70   29 			351931	360104
255694	Tuc		8.490	.433	F3V	0h40'0.7010''	-73º45'42.610''	498.26						.00576	-.0060		3147	J004000.70-734542.6	3880	CP-74   55 			367011	390124
248237	Tuc	rho Tuc	5.390	.504	F6V	0h42'28.3732''	-65º28'4.908''	135.56						.00869	.0411		3330	J004228.37-652804.9	4089	CP-66   47 	187		351980	420064
248239	Tuc		7.020	.189	A6V	0h42'41.3820''	-65º36'30.584''	520.02	.300		281			.00678	-.0040		3351	J004241.38-653630.5	4125	CP-66   50 		00427-6537	351983	420105
255697	Tuc		9.520	.117	A2V	0h42'47.5328''	-70º0'59.315''	432.90						.00024	.0030			J004247.53-700059.3	4141	CP-70   32 			367021	420121
248240	Tuc		7.680	.987	K0III	0h43'16.6873''	-64º49'10.108''	707.71						-.00255	-.0051		3395	J004316.68-644910.1	4178	CP-65   73 			351988	430024
232177	Tuc		7.220	1.169	K1III	0h46'25.3850''	-57º55'39.510''	470.15						.01095	-.0065		3619	J004625.38-575539.5	4496	CP-58   47 			330492	460063
248251	Tuc		9.780	.365	F2V	0h46'31.7966''	-68º51'26.458''	476.19						.00406	.0017			J004631.79-685126.4	4567	CP-69   25 			352023	460083
248253	Tuc		8.710	.077	A2V	0h47'35.8544''	-67º42'38.497''	2164.50						-.00010	.0025		3707	J004735.85-674238.4	4664	CP-68   28 			352028	470075
248254	Tuc		9.770	.502	F5/6(III)	0h48'30.8738''	-65º5'47.562''	275.48	5.900		140			.00260	-.0240			J004830.87-650547.5	4740	CP-65   85 		00485-6506	352031	480153
248257	Tuc		7.950	.311	F0IV/V	0h48'52.4904''	-60º22'11.141''	446.83						-.00208	.0251		3804	J004852.49-602211.1	4774	CP-61   37 			352037	480121
248260	Tuc		8.100	1.528	K4III	0h49'7.7874''	-69º7'36.021''	861.33						.00376	-.0125		3828	J004907.78-690736.0	4826	CP-69   26 			352041	490023
248271	Tuc		7.350	.643	G0/2V	0h52'28.3606''	-69º30'10.375''	246.91	22.400		73			-.00047	-.0598		4088	J005228.36-693010.3	5208	CP-70   38 		00524-6930	352063	520058
248274	Tuc		9.280	.554	F7V	0h52'55.4118''	-66º54'7.668''	1001.00						.00898	-.0188		4136	J005255.41-665407.6	5243	CP-67   57 			352069	520124
248273	Tuc		8.790	.624		0h53'1.4684''	-61º4'35.191''	389.86	5.900		70			.00710	.0062		4149	J005301.46-610435.1	5220	CP-61   44 		00530-6104	352070	530003
248276	Tuc		5.750	1.462	M4III	0h53'37.8740''	-62º52'16.866''	626.57						.01088	.0007		4200	J005337.87-625216.8	5276	CP-63   83 	257		352077	530096
255721	Tuc		6.690	.980	K0IV	0h54'59.7822''	-74º18'8.482''	163.32						.03098	.1145		4291	J005459.78-741808.4	5499	CP-74   74 			367102	540102
248286	Tuc		8.580	.391	F5IV/V	0h56'47.1039''	-64º4'30.152''	583.77	2.800		247			.00139	.0040		4441	J005647.10-640430.1	5619	CP-64   93 		00568-6405	352105	560125
248293	Tuc		6.240	.087		0h58'22.2286''	-60º41'46.460''	569.80						.00574	.0233		4563	J005822.22-604146.4	5771	CP-61   50 	281		352122	580067
